iter	Logloss
124	0.2734737499
125	0.27311475
126	0.2728375026
127	0.2725995604
128	0.2722682737
129	0.2717809249
130	0.2714505839
131	0.2709869289
132	0.2707358432
133	0.2704323082
134	0.2701682422
135	0.2698011544
136	0.2694658757
137	0.26918737
138	0.2689287221
139	0.2685143977
140	0.2682289047
141	0.2678628732
142	0.2672320373
143	0.2667485963
144	0.2662672234
145	0.265981581
146	0.2656061361
147	0.2652323431
148	0.2650102767
149	0.2647756911
150	0.2645965545
151	0.2642822733
152	0.2638967012
153	0.2636749224
154	0.2633672611
155	0.2631740552
156	0.262854819
157	0.262642207
158	0.2624420496
159	0.2620306929
160	0.2618094439
161	0.2616433498
162	0.2614066994
163	0.2610710799
164	0.2608194331
165	0.2605659086
166	0.2603327591
167	0.2600493238
168	0.2595263141
169	0.2593849596
170	0.2591359076
171	0.2587116385
172	0.258441152
173	0.2582477638
174	0.2576052624
175	0.2572966367
176	0.2570912064
177	0.2567758482
178	0.256540342
179	0.2561754584
180	0.2555781277
181	0.2553434542
182	0.2551537421
183	0.2549497185
184	0.2547916602
185	0.2546114425
186	0.2542364128
187	0.2540507404
188	0.2539295487
189	0.2536951397
190	0.2534515189
191	0.2531025069
192	0.2527645484
193	0.2525639806
194	0.2523422488
195	0.2520598752
196	0.251896577
197	0.2517275504
198	0.2515365662
199	0.2513493476
200	0.2508943339
201	0.2507387469
202	0.2504844933
203	0.2501057557
204	0.2498116681
205	0.2496803695
206	0.2494659088
207	0.2490853644
208	0.248862312
209	0.2486132471
210	0.2484080735
211	0.2481605851
212	0.2479572707
213	0.2477259322
214	0.2475306636
215	0.2473584985
216	0.2471298953
217	0.2468947707
218	0.2467312223
219	0.2465022512
220	0.2463072478
221	0.2461697733
222	0.2460036731
223	0.2457922756
224	0.2456834956
225	0.2454435321
226	0.2453281199
227	0.2452204035
228	0.2449627118
229	0.2447588624
230	0.2446100119
231	0.2443768653
232	0.2441932732
233	0.2440419725
234	0.2439070942
235	0.2437546346
236	0.2435941587
237	0.2433919432
238	0.2430235402
239	0.2427875841
240	0.2426614097
241	0.2424913235
242	0.2423656411
243	0.242201822
244	0.242013004
245	0.2418775553
246	0.2416195167
247	0.2413940502
248	0.2412138136
249	0.240960832
250	0.2407355247
251	0.2406147952
252	0.2404925948
253	0.2403615447
254	0.2402313977
255	0.2400576889
256	0.2398636008
257	0.2396517104
258	0.2393429961
259	0.2389906377
260	0.2388576558
261	0.2387987114
262	0.2386071827
263	0.2384186384
264	0.2382410834
265	0.2380471003
266	0.2377960564
267	0.2376224066
268	0.2375151011
269	0.2374009741
270	0.2371005522
271	0.2369102571
272	0.2365794531
273	0.2364513126
274	0.2363094798
275	0.2361548006
276	0.236053841
277	0.2359280907
278	0.2358083618
279	0.2356507512
280	0.2354163922
281	0.2352252996
282	0.235003574
283	0.2348405951
284	0.2346399333
285	0.2344285565
286	0.2343418242
287	0.23409874
288	0.2339933828
289	0.2336525668
290	0.2335201085
291	0.2332036265
292	0.2330396949
293	0.2328101185
294	0.2326523799
295	0.2324616856
296	0.2322090138
297	0.2320093911
298	0.2318826578
299	0.231710181
300	0.2316294919
301	0.2314193457
302	0.2312834215
303	0.231144924
304	0.2310099842
305	0.2308492145
306	0.2306667078
307	0.2305713825
308	0.2303484275
309	0.2300833912
310	0.2299327353
311	0.2296955612
312	0.2295194152
313	0.2294641341
314	0.2292801571
315	0.2290397039
316	0.2289237099
317	0.2287981741
318	0.2286029609
319	0.2284359331
320	0.228311015
321	0.2281331562
322	0.2280218947
323	0.2277991526
324	0.227501513
325	0.2272908272
326	0.2271207595
327	0.2269715346
328	0.2268046059
329	0.2266242939
330	0.2263070617
331	0.2261248159
332	0.2259930849
333	0.2258067074
334	0.2256000126
335	0.2254131057
336	0.2251289863
337	0.2249991924
338	0.2247739708
339	0.2245501114
340	0.2242514231
341	0.2240119367
342	0.2237868075
343	0.2236149106
344	0.2234821483
345	0.2232834159
346	0.2230444306
347	0.2228530136
348	0.2226328528
349	0.2223079123
350	0.2221825582
351	0.2218139862
352	0.2216575446
353	0.2215366047
354	0.2213791443
355	0.2212349039
356	0.2211064818
357	0.2208940207
358	0.2206953222
359	0.2205407926
360	0.2202356571
361	0.2199611282
362	0.2197036009
363	0.2195293628
364	0.2192987702
365	0.2190979155
366	0.2189185635
367	0.2186778324
368	0.2183913509
369	0.2181845729
370	0.2180767495
371	0.2178913797
372	0.2176829557
373	0.2175132133
374	0.2173254142
375	0.2170367454
376	0.2167681752
377	0.216604884
378	0.2164714723
379	0.216274128
380	0.2159728908
381	0.2158430657
382	0.2156404422
383	0.2152696751
384	0.2151128497
385	0.2149808224
386	0.2147761328
387	0.2144443995
388	0.214164108
389	0.2140097521
390	0.2136110468
391	0.2134216934
392	0.2132925458
393	0.2130355302
394	0.2128525889
395	0.2126868292
396	0.2125886895
397	0.2123706035
398	0.2120419881
399	0.2119148336
400	0.2117730179
401	0.2115978492
402	0.2114549376
403	0.2113038286
404	0.2111845988
405	0.2110644178
406	0.2108480883
407	0.2106098078
408	0.2104650244
409	0.2103608364
410	0.2102301104
411	0.2101257484
412	0.2096988876
413	0.2094940505
414	0.2093244504
415	0.2091697526
416	0.208914441
417	0.2087651633
418	0.2086393062
419	0.2083285446
420	0.2081724213
421	0.2079486943
422	0.2076823335
423	0.2073816431
424	0.2072610643
425	0.2071077665
426	0.2069479071
427	0.2067549261
428	0.2066280548
429	0.2065445571
430	0.2062011739
431	0.2059309999
432	0.2057526804
433	0.2056270996
434	0.2054698527
435	0.2053226112
436	0.2051498392
437	0.2049661242
438	0.2047449097
439	0.2046582407
440	0.2044510844
441	0.2041063528
442	0.2039924843
443	0.2038682636
444	0.2037494295
445	0.2035261
446	0.2034016023
447	0.2032504739
448	0.2031463344
449	0.2030335416
450	0.2028533765
451	0.2026092814
452	0.2024876067
453	0.2023906625
454	0.2022322996
455	0.2021211907
456	0.2019496697
457	0.2017894267
458	0.2016837951
459	0.2015838689
460	0.2014277019
461	0.2013201975
462	0.201133161
463	0.201023095
464	0.2008885349
465	0.2005254656
466	0.2003867386
467	0.2002806132
468	0.2001246163
469	0.199882748
470	0.1997606273
471	0.1995809476
472	0.19936532
473	0.19923971
474	0.1989960109
475	0.1987948134
476	0.1986849306
477	0.1986002948
478	0.1984682248
479	0.1983658027
480	0.1981621663
481	0.198056634
482	0.1979260884
483	0.1977525101
484	0.1976515383
485	0.1975384184
486	0.1973725653
487	0.1972616552
488	0.1971732805
489	0.1970272959
490	0.1968135605
491	0.1966769656
492	0.1965756549
493	0.1964487531
494	0.1962456954
495	0.1960579061
496	0.1958622327
497	0.1956485145
498	0.1954646372
499	0.1953121411
500	0.1952021143
501	0.1951003081
502	0.1949061236
503	0.19483018
504	0.1947290948
505	0.1946343716
506	0.1945466646
507	0.194433308
508	0.1942967165
509	0.1941562607
510	0.1940069851
511	0.1939094206
512	0.1938040811
513	0.1937037287
514	0.1936140605
515	0.1933343105
516	0.1931970266
517	0.1930679251
518	0.1929506169
519	0.1926905653
520	0.1925609742
521	0.192374417
522	0.1923057915
523	0.1921482604
524	0.1920441889
525	0.191960032
526	0.1917968296
527	0.1916808635
528	0.1915738181
529	0.1913836862
530	0.1913104266
531	0.1911683943
532	0.1910280975
533	0.1909335466
534	0.1908241567
535	0.1906757834
536	0.1905646783
537	0.1904766635
538	0.1903896053
539	0.1903062809
540	0.1901330542
541	0.189964505
542	0.1898319158
543	0.1897315479
544	0.1896409351
545	0.1895279548
546	0.189353103
547	0.1892733663
548	0.1891860526
549	0.1890594904
550	0.1888796321
551	0.1887186008
552	0.1886040132
553	0.1884725822
554	0.1883778815
555	0.1882410377
556	0.1881597579
557	0.1880109907
558	0.1878258293
559	0.187727453
560	0.1875541779
561	0.1874423973
562	0.1873233454
563	0.1872354058
564	0.1869966598
565	0.1869237185
566	0.1868114464
567	0.1867404541
568	0.1865917625
569	0.1865032236
570	0.1863783137
571	0.1863159131
572	0.1862256099
573	0.1861103201
574	0.1860255335
575	0.1858903359
576	0.1857423055
577	0.1856055235
578	0.1855004741
579	0.1853488509
580	0.1852168352
581	0.1850956813
582	0.1850226912
583	0.1848901447
584	0.1848134491
585	0.184702008
586	0.1846333391
587	0.1845900069
588	0.1844315732
589	0.1842968154
590	0.1842333298
591	0.1841042681
592	0.1840026409
593	0.1838991589
594	0.1838252431
595	0.1837452187
596	0.1836125402
597	0.1834884187
598	0.183385729
599	0.1831877926
600	0.183112612
601	0.1829691036
602	0.1828505999
603	0.182729883
604	0.1826197604
605	0.1825423315
606	0.1824183441
607	0.1822665963
608	0.1821157024
609	0.1820593467
610	0.1819766738
611	0.1819034476
612	0.1818323787
613	0.1817081705
614	0.1815485124
615	0.1814689948
616	0.1813538509
617	0.1812078822
618	0.1810986645
619	0.1810242306
620	0.1809071261
621	0.1808058105
622	0.1806964523
623	0.1806177883
624	0.1805215051
625	0.1804233059
626	0.1803613097
627	0.180303179
628	0.1801928075
629	0.1800835272
630	0.179969151
631	0.1798704992
632	0.1797530427
633	0.179663999
634	0.1795922256
635	0.1794716521
636	0.179312917
637	0.1791903133
638	0.1791084365
639	0.1789659473
640	0.1788285456
641	0.1787183513
642	0.1785905085
643	0.1784634945
644	0.1783439127
645	0.1782301475
646	0.1781103617
647	0.1779695159
648	0.1778724967
649	0.177763301
650	0.1776894609
651	0.1776135099
652	0.1775089942
653	0.1773934994
654	0.1773223375
655	0.1771550068
656	0.1770745377
657	0.1770084995
658	0.176893342
659	0.1768121878
660	0.1767095384
661	0.1766280919
662	0.1765146269
663	0.176410983
664	0.1762642084
665	0.1761771551
666	0.1760813155
667	0.1759544082
668	0.1758949069
669	0.1758206804
670	0.175690339
671	0.1756302039
672	0.1755227575
673	0.175426235
674	0.1753392644
675	0.1752301936
676	0.1751455919
677	0.1750182405
678	0.174904858
679	0.1747683593
680	0.1747040254
681	0.174607659
682	0.1744519747
683	0.1743410653
684	0.1742577922
685	0.1741880459
686	0.174128724
687	0.1740238762
688	0.1739297886
689	0.1738055537
690	0.1737127136
691	0.1736261941
692	0.1735446393
693	0.1734494881
694	0.1733458627
695	0.1732670807
696	0.1731725693
697	0.1730908174
698	0.1730176647
699	0.1729411348
700	0.172854202
701	0.1727861362
702	0.172685849
703	0.1725982907
704	0.1725092329
705	0.1724436078
706	0.1723424245
707	0.1722371375
708	0.1721554984
709	0.1720955423
710	0.1719896289
711	0.1718801355
712	0.1717633811
713	0.1716917275
714	0.1715840067
715	0.1715158974
716	0.1714248798
717	0.1712936151
718	0.1712028558
719	0.1711193985
720	0.1709907689
721	0.1709147777
722	0.1708491958
723	0.1707999595
724	0.1706628748
725	0.170515779
726	0.1704279133
727	0.1702876878
728	0.1702051491
729	0.1701356039
730	0.1700660851
731	0.1699985272
732	0.1699083175
733	0.1698143324
734	0.1696826679
735	0.1696175595
736	0.1695585706
737	0.1694525853
738	0.1693121466
739	0.1692385252
740	0.1691413871
741	0.1690616079
742	0.16899868
743	0.1689222643
744	0.1687519746
745	0.1686890314
746	0.1685944702
747	0.1684590255
748	0.1684024294
749	0.1683078404
750	0.1682479943
751	0.1681688414
752	0.1680991242
753	0.1680033946
754	0.1679376157
755	0.1677966743
756	0.1676943216
757	0.1676332812
758	0.167555062
759	0.1674926727
760	0.1673697848
761	0.1673055171
762	0.1672365379
763	0.1671639221
764	0.1670490814
765	0.1669661624
766	0.1669121559
767	0.166796263
768	0.1667339213
769	0.1666722171
770	0.1665504374
771	0.1664757022
772	0.166367354
773	0.16632064
774	0.166239728
775	0.1661560564
776	0.1660312926
777	0.1659288625
778	0.1657885879
779	0.1657428436
780	0.1656660932
781	0.1656053469
782	0.1654930292
783	0.1653925227
784	0.1653440317
785	0.1652626288
786	0.1652054483
787	0.1651095103
788	0.165060292
789	0.1650148263
790	0.1648981637
791	0.1648025205
792	0.1647510311
793	0.1646771409
794	0.1646026252
795	0.1644255323
796	0.1643434703
797	0.1642295727
798	0.1641344744
799	0.1640722905
800	0.1639455718
801	0.1638630095
802	0.1638094764
803	0.1637248946
804	0.1636151293
805	0.1634998494
806	0.1634216294
807	0.1633231745
808	0.1632100493
809	0.1630451888
810	0.1629303308
811	0.1628703819
812	0.1627777723
813	0.1626836835
814	0.1625969099
815	0.1625231591
816	0.1624719339
817	0.1623835315
818	0.1623088123
819	0.1622262007
820	0.1621388925
821	0.1620907447
822	0.1620223892
823	0.1619712461
824	0.1619290573
825	0.161848615
826	0.1617590184
827	0.1616965731
828	0.161557717
829	0.1614531022
830	0.1613905937
831	0.1612745109
832	0.1611458706
833	0.1610500469
834	0.160970153
835	0.160860518
836	0.1607831281
837	0.1607050235
838	0.1606349796
839	0.1605530452
840	0.1604675572
841	0.1604028595
842	0.160342791
843	0.1602875815
844	0.1602175772
845	0.1601076314
846	0.1600283947
847	0.1599840495
848	0.1598502674
849	0.1597540724
850	0.1596748863
851	0.1595936531
852	0.1595149229
853	0.1594425894
854	0.1593714514
855	0.1592874061
856	0.1591996639
857	0.1591205993
858	0.1590369213
859	0.1589533257
860	0.1589055796
861	0.1588368745
862	0.1587650001
863	0.1586434307
864	0.1585394615
865	0.1584484828
866	0.1583876361
867	0.1583179373
868	0.1582249061
869	0.1581794309
870	0.1580988343
871	0.1580224477
872	0.1579682598
873	0.1579252957
874	0.1578466512
875	0.1577667908
876	0.1576776932
877	0.1575845198
878	0.1575285943
879	0.1574133456
880	0.1573199368
881	0.1571741948
882	0.1570694559
883	0.1570084534
884	0.1569353697
885	0.1568825866
886	0.1568235598
887	0.1567823189
888	0.1566465703
889	0.1565790688
890	0.1565134052
891	0.156472525
892	0.156394873
893	0.1563495188
894	0.1562743281
895	0.1562160396
896	0.1561270105
897	0.1560520923
898	0.155963917
899	0.1558734682
900	0.1557592607
901	0.1557127515
902	0.1556329258
903	0.1555412617
904	0.1554609328
905	0.1553946731
906	0.1552824148
907	0.155158241
908	0.1551066996
909	0.1550747246
910	0.154997834
911	0.1549132559
912	0.1548561745
913	0.1547789974
914	0.1547167248
915	0.1546666056
916	0.1545886873
917	0.1545112431
918	0.1544179931
919	0.1543878587
920	0.1543183558
921	0.1542058476
922	0.1541600675
923	0.154122461
924	0.1540023903
925	0.1539310561
926	0.1537257193
927	0.1536282562
928	0.1535749862
929	0.1535034423
930	0.1534450562
931	0.153330195
932	0.1531995953
933	0.1531226707
934	0.1530665654
935	0.1530140426
936	0.1529358063
937	0.1528685953
938	0.1528152113
939	0.1527651822
940	0.152722561
941	0.1526473202
942	0.1525573616
943	0.1524759636
944	0.1524061165
945	0.1523153258
946	0.1521899048
947	0.1521265265
948	0.15206912
949	0.1519919244
950	0.1519353446
951	0.1518555733
952	0.1517695473
953	0.1516920325
954	0.151642081
955	0.1515497225
956	0.1514450928
957	0.151403225
958	0.1513043029
959	0.1512304373
960	0.1511701679
961	0.1510902093
962	0.1510199029
963	0.1509580947
964	0.1508854025
965	0.1508034069
966	0.1507331023
967	0.1506343852
968	0.1505874842
969	0.1504969548
970	0.1504444811
971	0.1503349833
972	0.1502523128
973	0.1501841761
974	0.1500758807
975	0.1499883337
976	0.1499010302
977	0.1498482986
978	0.1497730986
979	0.1496910319
980	0.1496529551
981	0.1495481838
982	0.1494805635
983	0.1494068122
984	0.1493571574
985	0.1492904036
986	0.149164851
987	0.1490959917
988	0.1490384955
989	0.1489715285
990	0.1488976757
991	0.148822574
992	0.1487455456
993	0.1486774994
994	0.1486167985
995	0.1485476822
996	0.1484948588
997	0.1484249955
998	0.1483895585
999	0.1483261747
